1 | -659.4512465989748 | 244.36873977358192 | -203.03285358728337
2 | -659.6323062365236 | 205.7251700855308 | -204.30325031989298
3 | -659.0119172713053 | 359.91139962304203 | -188.93796837844081
4 | -841.588886208362 | 205.7251700855308 | -199.46536132816544
5 | -841.588886208362 | 205.7251700855308 | -204.13541098188003
6 | -659.0119172713053 | 205.7251700855308 | -209.11876828519507
7 | -659.6323062365236 | 205.7251700855308 | -209.06339635273648
8 | -841.588886208362 | 205.7251700855308 | -191.06707191115134
9 | -841.588886208362 | 166.8267640770971 | -195.7363796782313
10 | -659.6323062365236 | 359.91139962304203 | -180.39189675868855
11 | -841.588886208362 | 359.91139962304203 | -208.10370321115903
12 | -659.6323062365236 | 166.8267640770971 | -200.7524909471166
13 | -679.8013849022359 | 359.91139962304203 | -181.7423791031327
