1 | -860.0894573828709 | 78.55374196053965 | -408.27165602036206
2 | -852.0776527199337 | 66.09990219537255 | -415.9144172615337
3 | -754.4814082246702 | 62.83032315309411 | -404.93838515249104
4 | -881.5499792781376 | 60.36942433082072 | -401.5684696116428
5 | -754.4814082246702 | 66.09990219537255 | -386.6687366521893
6 | -695.2656818682439 | 60.36942433082072 | -400.9119025048692
7 | -678.473843986757 | 60.36942433082072 | -398.6980967425943
8 | -704.5240571648933 | 66.09990219537255 | -401.8772808745082
9 | -890.7534725375955 | 66.45567119744769 | -405.91143099622207
10 | -840.9599102149206 | 67.13742728660628 | -390.5568938866551
11 | -754.4814082246702 | 60.36942433082072 | -396.4645802894243
12 | -890.7534725375955 | 66.09990219537255 | -402.3509501445835
13 | -754.4814082246702 | 66.09990219537255 | -401.72682489817214
14 | -754.4814082246702 | 66.09990219537255 | -404.32777163874056
15 | -757.8250395346369 | 66.09990219537255 | -401.13782249233003
16 | -754.4814082246702 | 51.578556400314696 | -417.0659103372136
